x y
107 9
107 8
107 8
107 8
107 8
107 8
107 8
107 8
107 8
107 9
107 8
107 8
107 9
107 8
107 9
107 8
107 8
107 9
107 9
107 9
107 9
107 8
107 9
107 9
107 9
107 8
107 8
107 8
107 9
107 9
107 8
107 8
107 9
107 9
107 13
108 16
108 8
108 8
108 8
108 10
108 9
108 11
108 9
108 10
108 8
108 8
108 10
108 12
108 9
108 8
108 9
108 10
108 11
108 14
108 8
108 10
108 8
108 8
108 11
108 12
108 8
108 8
108 8
108 10
108 9
108 11
108 10
108 10
108 8
108 9
108 13
109 15
109 11
109 9
109 8
109 9
109 9
109 9
109 8
109 8
109 10
109 9
109 9
109 9
109 8
109 9
109 9
109 8
109 9
109 8
109 9
109 8
109 9
109 8
109 8
109 8
109 9
109 8
109 8
109 8
109 9
109 9
109 8
109 9
109 9
109 8
109 8
109 9
109 8
109 8
109 8
109 8
109 9
109 8
109 9
109 10
109 9
109 8
109 8
109 9
109 9
109 8
109 9
109 8
109 9
109 10
109 9
109 9
109 9
109 8
109 9
109 9
109 9
109 10
109 9
109 8
109 8
109 8
109 8
109 8
109 8
109 8
109 8
109 9
109 8
109 9
109 9
109 8
109 8
109 8
109 8
109 8
109 9
109 8
109 9
109 8
109 9
109 8
109 8
109 9
109 8
109 9
109 8
109 9
109 9
109 8
109 9
109 8
109 9
109 10
109 8
109 8
109 8
109 9
109 8
109 8
109 9
109 9
109 13
110 16
110 9
110 9
110 9
110 9
110 9
110 9
110 11
110 11
110 9
110 8
110 9
110 9
110 8
110 10
110 10
110 8
110 8
110 9
110 9
110 9
110 8
110 9
110 9
110 11
110 9
110 9
110 8
110 8
110 9
110 10
110 10
110 11
110 9
110 8
110 9
110 9
110 9
110 9
110 13
111 16
111 11
111 9
111 8
111 9
111 9
111 10
111 9
111 8
111 9
111 9
111 9
111 9
111 8
111 8
111 8
111 9
111 9
111 9
111 8
111 9
111 8
111 8
111 8
111 12
111 8
111 9
111 9
111 8
111 8
111 8
111 8
111 8
111 9
111 8
111 9
111 11
111 9
111 8
111 8
111 8
111 8
111 9
111 9
111 8
111 8
111 9
111 11
111 9
111 8
111 9
111 9
111 9
111 9
111 8
111 8
111 9
111 9
111 8
111 8
111 8
111 8
111 8
111 9
111 10
111 9
111 9
111 9
111 8
111 9
111 10
111 13
112 16
112 9
112 9
112 9
112 8
112 10
112 12
112 10
112 8
112 8
112 9
112 11
112 12
112 9
112 10
112 8
112 8
112 11
112 10
112 9
112 9
112 8
112 8
112 12
112 14
112 8
112 8
112 10
112 8
112 10
112 11
112 9
112 9
112 9
112 10
112 11
112 12
112 8
112 9
112 8
112 9
112 11
112 10
112 8
112 8
112 8
112 8
112 13
113 16
113 11
113 9
113 9
113 8
113 9
113 9
113 8
113 8
113 8
113 8
113 9
113 9
113 9
113 9
113 8
113 9
113 8
113 9
113 9
113 8
113 9
113 9
113 9
113 8
113 8
113 9
113 9
113 8
113 8
113 10
113 8
113 8
113 8
113 8
113 9
113 9
113 9
113 8
113 8
113 8
113 9
113 8
113 9
113 9
113 8
113 8
113 8
113 8
113 8
113 9
113 9
113 9
113 9
113 8
113 10
113 10
113 8
113 8
113 9
113 9
113 9
113 9
113 9
113 8
113 8
113 8
113 9
113 8
113 8
113 9
113 8
113 9
113 8
113 9
113 9
113 9
113 9
113 8
113 8
113 9
113 9
113 8
113 8
113 8
113 8
113 9
113 8
113 9
113 8
113 9
113 9
113 8
113 9
113 8
113 9
113 9
113 9
113 8
113 9
113 8
113 8
113 8
113 8
113 9
113 9
113 9
113 8
113 9
113 9
113 9
113 13
114 16
114 9
114 9
114 8
114 9
114 8
114 9
114 8
114 9
114 9
114 8
114 11
114 8
114 8
114 8
114 9
114 8
114 10
114 9
114 8
114 8
114 9
114 8
114 8
114 12
114 8
114 8
114 9
114 8
114 8
114 9
114 9
114 9
114 9
114 9
114 13
115 16
115 11
115 9
115 9
115 9
115 9
115 9
115 9
115 9
115 9
115 8
115 9
115 8
115 8
115 8
115 8
115 9
115 9
115 12
115 8
115 8
115 9
115 9
115 8
115 8
115 9
115 9
115 8
115 8
115 9
115 9
115 8
115 9
115 8
115 8
115 12
115 9
115 8
115 8
115 9
115 9
115 9
115 9
115 9
115 10
115 9
115 8
115 9
115 8
115 9
115 8
115 9
115 9
115 9
115 9
115 8
115 8
115 8
115 9
115 8
115 8
115 9
115 9
115 9
115 8
115 8
115 8
115 9
115 9
115 10
115 12
115 9
115 9
115 8
115 8
115 9
115 8
115 9
115 8
115 9
115 8
115 8
115 9
115 8
115 8
115 9
115 9
115 13
116 16
116 9
116 9
116 8
116 9
116 9
116 8
116 9
116 8
116 8
116 8
116 8
116 8
116 8
116 9
116 8
116 8
116 9
116 9
116 9
116 9
116 8
116 9
116 8
116 9
116 8
116 9
116 12
116 14
116 8
116 9
116 8
116 9
116 8
116 8
116 10
116 9
116 9
116 9
116 8
116 9
116 9
116 9
116 8
116 9
116 8
116 8
116 9
116 9
116 9
116 9
116 8
116 9
116 8
116 8
116 13
117 16
117 11
117 9
117 8
117 8
117 9
117 9
117 9
117 10
117 9
117 9
117 9
117 10
117 9
117 8
117 9
117 9
117 8
117 8
117 9
117 8
117 9
117 9
117 11
117 12
117 9
117 8
117 9
117 9
117 9
117 9
117 9
117 10
117 9
117 9
117 9
117 11
117 9
117 9
117 11
117 8
117 8
117 8
117 8
117 10
117 8
117 9
117 11
117 12
117 9
117 9
117 8
117 9
117 9
117 9
117 8
117 10
117 9
117 8
117 9
117 9
117 9
117 8
117 10
117 9
117 8
117 9
117 9
117 8
117 8
117 9
117 13
118 16
118 9
118 9
118 9
118 8
118 9
118 9
118 9
118 8
118 9
118 9
118 8
118 8
118 8
118 9
118 9
118 9
118 9
118 8
118 8
118 8
118 9
118 8
118 9
118 9
118 9
118 9
118 8
118 9
118 10
118 9
118 8
118 8
118 8
118 9
118 9
118 9
118 8
118 9
118 8
118 8
118 10
118 9
118 10
118 9
118 9
118 8
118 8
118 8
118 9
118 8
118 8
118 9
118 8
118 9
118 8
118 9
118 13
119 16
119 12
119 9
119 9
119 9
119 8
119 9
119 9
119 9
119 10
119 9
119 9
119 9
119 9
119 10
119 8
119 9
119 9
119 8
119 9
119 9
119 8
119 8
119 9
119 9
119 9
119 8
119 9
119 9
119 10
119 9
119 9
119 9
119 9
119 9
119 9
119 10
119 9
119 9
119 9
119 11
119 10
119 8
119 9
119 9
119 9
119 9
119 10
119 11
119 9
119 8
119 9
119 10
119 9
119 9
119 11
119 9
119 9
119 9
119 10
119 9
119 8
119 9
119 8
119 9
119 9
119 10
119 9
119 10
119 9
119 9
119 9
119 9
119 9
119 8
119 8
119 9
119 9
119 9
119 9
119 9
119 9
119 10
119 9
119 9
119 8
119 9
119 9
119 8
119 9
119 9
119 8
119 8
119 9
119 10
119 14
120 16
120 9
120 11
120 10
120 10
120 11
120 10
120 11
120 12
120 10
120 12
120 9
120 10
120 12
120 9
120 12
120 14
120 9
120 11
120 12
120 9
120 12
120 9
120 11
120 12
120 12
120 12
120 9
120 9
120 11
120 9
120 14
121 16
121 11
121 9
121 9
121 9
121 8
121 9
121 9
121 9
121 9
121 10
121 9
121 9
121 9
121 8
121 8
121 8
121 9
121 9
121 9
121 10
121 8
121 8
121 9
121 9
121 9
121 8
121 8
121 9
121 8
121 10
121 8
121 9
121 10
121 8
121 9
121 9
121 9
121 9
121 9
121 10
121 9
121 8
121 9
121 9
121 9
121 8
121 9
121 9
121 9
121 10
121 8
121 9
121 9
121 10
121 11
121 9
121 10
121 9
121 9
121 10
121 8
121 9
121 9
121 8
121 8
121 9
121 8
121 9
121 9
121 10
121 9
121 9
121 9
121 8
121 8
121 9
121 10
121 9
121 8
121 10
121 8
121 8
121 8
121 9
121 9
121 9
121 9
121 9
121 9
121 10
121 9
121 9
121 8
121 9
121 8
121 8
121 8
121 8
121 8
121 10
121 9
121 9
121 8
121 8
121 9
121 9
121 9
121 10
121 13
122 16
122 9
122 9
122 9
122 8
122 10
122 9
122 9
122 9
122 8
122 9
122 9
122 9
122 9
122 8
122 10
122 8
122 9
122 9
122 9
122 9
122 9
122 8
122 9
122 9
122 8
122 9
122 9
122 8
122 9
122 9
122 9
122 9
122 9
122 9
122 9
122 8
122 8
122 9
122 9
122 9
122 8
122 8
122 9
122 9
122 8
122 8
122 9
122 9
122 9
122 8
122 10
122 10
122 8
122 9
122 8
122 8
122 8
122 9
122 13
123 16
123 11
123 9
123 9
123 9
123 9
123 8
123 9
123 8
123 9
123 9
123 8
123 9
123 9
123 8
123 8
123 9
123 9
123 8
123 8
123 10
123 9
123 8
123 9
123 8
123 9
123 11
123 9
123 9
123 8
123 9
123 9
123 8
123 8
123 9
123 9
123 9
123 8
123 8
123 9
123 11
123 10
123 9
123 9
123 8
123 8
123 9
123 9
123 10
123 9
123 9
123 8
123 9
123 12
123 9
123 8
123 9
123 9
123 9
123 9
123 9
123 8
123 9
123 9
123 9
123 9
123 9
123 9
123 9
123 8
123 9
123 9
123 9
123 9
123 8
123 8
123 9
123 8
123 9
123 13
124 16
124 9
124 10
124 9
124 9
124 9
124 9
124 9
124 8
124 9
124 9
124 9
124 10
124 8
124 9
124 9
124 9
124 9
124 9
124 9
124 9
124 9
124 9
124 8
124 8
124 8
124 8
124 9
124 8
124 12
124 14
124 9
124 9
124 9
124 9
124 8
124 9
124 9
124 9
124 8
124 9
124 8
124 9
124 8
124 9
124 9
124 9
124 9
124 10
124 9
124 8
124 8
124 9
124 8
124 9
124 9
124 8
124 9
124 9
124 13
125 16
125 11
125 9
125 9
125 9
125 8
125 9
125 9
125 8
125 8
125 9
125 9
125 9
125 8
125 8
125 8
125 9
125 9
125 8
125 10
125 12
125 8
125 9
125 9
125 9
125 9
125 9
125 8
125 8
125 8
125 9
125 9
125 9
125 9
125 8
125 9
125 8
125 9
125 9
125 10
125 12
125 9
125 9
125 9
125 9
125 9
125 8
125 9
125 8
125 10
125 11
125 9
125 9
125 8
125 10
125 9
125 9
125 9
125 8
125 10
125 11
125 8
125 9
125 9
125 9
125 8
125 9
125 9
125 8
125 9
125 8
125 9
125 8
125 9
125 8
125 9
125 9
125 9
125 9
125 10
125 11
125 8
125 8
125 9
125 9
125 9
125 9
125 9
125 9
125 8
125 9
125 9
125 9
125 9
125 8
125 9
125 9
125 9
125 10
125 14
126 16
126 9
126 9
126 10
126 9
126 10
126 8
126 9
126 10
126 9
126 10
126 11
126 12
126 9
126 10
126 12
126 9
126 9
126 10
126 10
126 11
126 11
126 10
126 12
126 12
126 9
126 10
126 10
126 9
126 9
126 9
126 10
126 10
126 9
126 9
126 14
127 16
127 11
127 9
127 10
127 9
127 9
127 8
127 11
127 9
127 9
127 9
127 8
127 8
127 8
127 9
127 11
127 9
127 8
127 10
127 9
127 8
127 9
127 9
127 9
127 9
127 8
127 8
127 9
127 9
127 8
127 10
127 10
127 9
127 9
127 9
127 8
127 9
127 8
127 9
127 8
127 9
127 9
127 9
127 8
127 8
127 9
127 10
127 8
127 9
127 8
127 9
127 8
127 8
127 8
127 8
127 8
127 8
127 9
127 9
127 9
127 9
127 9
127 10
127 11
127 9
127 8
127 9
127 8
127 9
127 8
127 8
127 9
127 8
127 8
127 9
127 9
127 9
127 9
127 9
127 9
127 9
127 9
127 8
127 9
127 9
127 8
127 9
127 9
127 9
127 8
127 9
127 9
127 9
127 9
127 9
127 8
127 8
127 9
127 8
127 9
127 9
127 9
127 8
127 9
127 9
127 9
127 9
127 9
127 9
127 9
127 10
127 10
127 8
127 9
127 9
127 8
127 8
127 8
127 10
127 9
127 8
127 9
127 9
127 9
127 10
127 14
128 16
128 9
128 9
128 9
128 9
128 8
128 9
128 10
128 10
128 9
128 8
128 9
128 9
128 9
128 8
128 11
128 13
128 8
128 9
128 9
128 9
128 9
128 9
128 9
128 10
128 9
128 9
128 8
128 9
128 8
128 8
128 12
128 14
128 9
128 9
128 9
128 9
128 9
128 9
128 10
128 10
128 9
128 9
128 9
128 9
128 8
128 9
128 11
128 12
128 9
128 8
128 9
128 9
128 9
128 9
128 9
128 10
128 8
128 8
128 8
128 9
128 9
128 9
128 14
129 16
129 11
129 10
129 9
129 8
129 9
129 9
129 9
129 9
129 8
129 9
129 9
129 8
129 9
129 9
129 9
129 8
129 9
129 9
129 9
129 8
129 9
129 8
129 9
129 8
129 9
129 9
129 9
129 13
129 9
129 10
129 10
129 9
129 9
129 8
129 9
129 8
129 8
129 8
129 9
129 9
129 10
129 11
129 9
129 9
129 9
129 9
129 9
129 9
129 9
129 9
129 10
129 9
129 8
129 8
129 12
129 9
129 9
129 8
129 9
129 9
129 8
129 9
129 9
129 9
129 8
129 9
129 8
129 9
129 9
129 8
129 8
129 8
129 9
129 9
129 8
129 8
129 8
129 9
129 9
129 9
129 9
129 10
129 14
130 16
130 9
130 9
130 9
130 10
130 9
130 9
130 9
130 9
130 12
130 9
130 10
130 10
130 8
130 10
130 9
130 9
130 9
130 11
130 12
130 9
130 9
130 10
130 9
130 10
130 9
130 10
130 9
130 10
130 12
130 10
130 9
130 9
130 9
130 9
130 10
130 9
130 9
130 10
130 9
130 9
130 9
130 9
130 9
130 9
130 8
130 9
130 13
131 16
131 11
131 10
131 9
131 9
131 9
131 8
131 9
131 9
131 9
131 10
131 9
131 9
131 8
131 8
131 9
131 10
131 8
131 8
131 9
131 9
131 9
131 9
131 9
131 9
131 9
131 8
131 9
131 9
131 9
131 9
131 9
131 9
131 9
131 8
131 8
131 9
131 9
131 9
131 8
131 9
131 8
131 9
131 9
131 9
131 10
131 9
131 8
131 9
131 9
131 8
131 8
131 8
131 9
131 9
131 8
131 8
131 9
131 9
131 9
131 9
131 8
131 8
131 8
131 10
131 11
131 10
131 9
131 9
131 9
131 9
131 9
131 9
131 8
131 8
131 9
131 8
131 9
131 10
131 9
131 9
131 9
131 9
131 10
131 8
131 9
131 9
131 9
131 8
131 9
131 9
131 9
131 10
131 10
131 9
131 9
131 8
131 9
131 9
131 9
131 9
131 8
131 8
131 8
131 9
131 9
131 9
131 9
131 8
131 8
131 9
131 8
131 10
131 8
131 9
131 9
131 9
131 8
131 9
131 9
131 8
131 9
131 9
131 9
131 9
131 9
131 9
131 9
131 10
131 14
132 16
132 8
132 9
132 10
132 9
132 9
132 11
132 10
132 9
132 9
132 9
132 10
132 9
132 12
132 9
132 10
132 9
132 9
132 9
132 12
132 14
132 9
132 9
132 9
132 10
132 10
132 13
132 9
132 9
132 10
132 9
132 9
132 9
132 11
132 8
132 10
132 9
132 9
132 9
132 14
133 16
133 11
133 9
133 9
133 8
133 9
133 9
133 8
133 9
133 10
133 9
133 9
133 9
133 8
133 8
133 10
133 12
133 9
133 9
133 8
133 8
133 9
133 9
133 10
133 10
133 9
133 8
133 9
133 9
133 9
133 9
133 10
133 9
133 9
133 9
133 9
133 9
133 9
133 8
133 9
133 9
133 8
133 9
133 9
133 9
133 9
133 11
133 8
133 8
133 8
133 9
133 9
133 9
133 10
133 11
133 9
133 9
133 9
133 9
133 9
133 9
133 9
133 9
133 8
133 9
133 8
133 9
133 9
133 9
133 9
133 8
133 9
133 10
133 9
133 9
133 9
133 9
133 10
133 9
133 8
133 9
133 8
133 10
133 9
133 9
133 9
133 9
133 9
133 8
133 9
133 9
133 11
133 11
133 8
133 9
133 8
133 9
133 10
133 9
133 9
133 9
133 9
133 9
133 9
133 9
133 9
133 9
133 14
134 16
134 10
134 9
134 9
134 9
134 9
134 8
134 9
134 9
134 9
134 9
134 9
134 9
134 9
134 10
134 8
134 9
134 9
134 10
134 9
134 9
134 9
134 10
134 9
134 9
134 8
134 9
134 9
134 8
134 8
134 9
134 9
134 9
134 10
134 8
134 9
134 8
134 9
134 8
134 8
134 9
134 9
134 8
134 9
134 9
134 9
134 9
134 9
134 9
134 10
134 9
134 9
134 9
134 9
134 9
134 9
134 9
134 9
134 9
134 9
134 9
134 9
134 8
134 8
134 9
134 14
135 16
135 12
135 9
135 9
135 9
135 8
135 9
135 9
135 10
135 9
135 9
135 9
135 10
135 11
135 12
135 9
135 11
135 8
135 9
135 10
135 9
135 9
135 9
135 11
135 13
135 10
135 9
135 9
135 10
135 9
135 8
135 9
135 10
135 9
135 9
135 10
135 11
135 9
135 9
135 9
135 11
135 9
135 9
135 12
135 9
135 8
135 9
135 12
135 13
135 10
135 9
135 9
135 9
135 9
135 9
135 9
135 10
135 10
135 12
135 9
135 9
135 9
135 10
135 9
135 11
135 9
135 9
135 10
135 9
135 9
135 10
135 14
136 16
136 9
136 9
136 9
136 9
136 8
136 9
136 9
136 9
136 9
136 9
136 10
136 8
136 8
136 9
136 11
136 13
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 12
136 14
136 9
136 9
136 9
136 8
136 8
136 9
136 9
136 9
136 9
136 9
136 9
136 8
136 9
136 9
136 11
136 13
136 9
136 9
136 8
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 9
136 14
137 16
137 11
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 8
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 9
137 10
137 9
137 9
137 9
137 9
137 8
137 9
137 8
137 8
137 8
137 9
137 9
137 9
137 8
137 9
137 9
137 8
137 8
137 8
137 8
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 8
137 9
137 8
137 9
137 9
137 8
137 9
137 10
137 11
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 9
137 9
137 9
137 10
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 9
137 8
137 9
137 10
137 9
137 8
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 9
137 8
137 9
137 9
137 9
137 10
137 14
138 16
138 9
138 9
138 9
138 9
138 9
138 8
138 9
138 9
138 9
138 10
138 9
138 9
138 9
138 14
138 9
138 8
138 9
138 9
138 8
138 9
138 9
138 10
138 9
138 9
138 9
138 9
138 9
138 9
138 12
138 9
138 9
138 9
138 9
138 9
138 9
138 9
138 9
138 9
138 9
138 10
138 9
138 9
138 14
139 16
139 11
139 9
139 9
139 8
139 9
139 9
139 9
139 9
139 9
139 9
139 9
139 9
139 9
139 9
139 8
139 9
139 9
139 8
139 9
139 9
139 9
139 9
139 9
139 9
139 8
139 8
139 9
139 10
139 9
139 9
139 9
139 9
139 9
139 9
139 9
139 8
139 9
139 9
139 9
139 9
139 10
139 9
139 8
139 9
139 9
139 9
139 8
139 8
139 9
139 9
139 9
139 9
139 8
139 9
139 9
139 9
139 9
139 9
139 9
139 8
139 9
139 9
139 10
139 9
139 9
139 9
139 9
139 10
139 11
139 9
139 8
139 9
139 8
139 10
139 10
139 9
139 9
139 9
139 9
139 9
139 8
139 9
139 9
139 8
139 9
139 9
139 9
139 8
139 8
139 9
139 9
139 9
139 9
139 8
139 10
139 9
139 8
139 9
139 9
139 9
139 9
139 9
139 9
139 8
139 9
139 9
139 9
139 9
139 8
139 9
139 8
139 8
139 9
139 8
139 9
139 8
139 9
139 9
139 9
139 9
139 9
139 8
139 8
139 9
139 9
139 9
139 9
139 9
139 8
139 9
139 9
139 8
139 9
139 9
139 9
139 10
139 14
140 16
140 9
140 8
140 10
140 9
140 9
140 10
140 9
140 10
140 12
140 10
140 9
140 9
140 9
140 12
140 10
140 9
140 10
140 9
140 12
140 10
140 10
140 9
140 12
140 14
140 9
140 9
140 10
140 10
140 9
140 8
140 9
140 9
140 11
140 11
140 9
140 9
140 8
140 12
140 12
140 9
140 11
140 9
140 10
140 8
140 9
140 9
140 14
141 16
141 12
141 9
141 9
141 9
141 9
141 9
141 8
141 8
141 9
141 9
141 9
141 8
141 9
141 9
141 9
141 9
141 8
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 12
141 11
141 9
141 9
141 8
141 9
141 9
141 9
141 10
141 9
141 9
141 9
141 9
141 9
141 9
141 10
141 11
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 8
141 8
141 9
141 9
141 14
141 9
141 10
141 9
141 9
141 8
141 9
141 9
141 9
141 9
141 9
141 9
141 9
141 8
141 9
141 10
141 9
141 9
141 9
141 8
141 9
141 9
141 9
141 9
141 9
141 8
141 9
141 8
141 8
141 10
141 14
142 16
142 10
142 9
142 9
142 9
142 9
142 9
142 9
142 8
142 9
142 9
142 8
142 9
142 9
142 10
142 9
142 9
142 10
142 9
142 9
142 9
142 9
142 9
142 9
142 9
142 10
142 9
142 9
142 9
142 9
142 9
142 9
142 9
142 9
142 10
142 10
142 9
142 11
142 9
142 9
142 11
142 9
142 9
142 9
142 9
142 8
142 9
142 9
142 9
142 9
142 9
142 9
142 10
142 9
142 9
142 8
142 9
142 8
142 9
142 8
142 8
142 9
142 9
142 10
142 9
142 9
142 9
142 9
142 9
142 14
143 16
143 12
143 10
143 10
143 9
143 10
143 9
143 9
143 9
143 9
143 12
143 10
143 9
143 9
143 10
143 9
143 9
143 9
143 9
143 10
143 10
143 9
143 10
143 9
143 9
143 10
143 9
143 9
143 10
143 9
143 10
143 9
143 9
143 10
143 9
143 9
143 9
143 10
143 9
143 9
143 10
143 9
143 8
143 9
143 10
143 9
143 9
143 9
143 9
143 8
143 9
143 9
143 9
143 9
143 9
143 10
143 9
143 9
143 9
143 10
143 11
143 9
143 8
143 9
143 9
143 10
143 9
143 9
143 10
143 9
143 9
143 9
143 9
143 9
143 10
143 9
143 10
143 9
143 9
143 9
143 9
143 9
143 9
143 10
143 9
143 9
143 9
143 10
143 9
143 9
143 9
143 9
143 9
143 9
143 9
143 9
143 9
143 9
143 10
143 9
143 10
143 10
143 9
143 9
143 8
143 9
143 9
143 9
143 9
143 11
143 10
143 9
143 9
143 9
143 9
143 9
143 9
143 9
143 10
143 14
144 16
144 10
144 10
144 9
144 10
144 12
144 11
144 11
144 12
144 10
144 10
144 12
144 13
144 10
144 9
144 12
144 14
144 10
144 11
144 9
144 10
144 10
144 9
144 12
144 14
144 10
144 9
144 9
144 10
144 11
144 11
144 12
144 14
144 10
144 10
144 11
144 13
144 10
144 9
144 11
144 12
144 10
144 12
144 9
144 10
144 10
144 9
144 15
145 16
145 11
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 10
145 9
145 9
145 9
145 9
145 9
145 8
145 9
145 9
145 9
145 9
145 9
145 9
145 10
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 10
145 10
145 9
145 9
145 10
145 12
145 9
145 9
145 9
145 9
145 9
145 8
145 9
145 9
145 9
145 10
145 10
145 9
145 9
145 9
145 9
145 9
145 10
145 9
145 9
145 9
145 11
145 12
145 9
145 9
145 9
145 10
145 9
145 8
145 9
145 9
145 9
145 9
145 10
145 9
145 9
145 9
145 9
145 9
145 10
145 9
145 9
145 9
145 9
145 12
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 9
145 10
145 9
145 10
145 9
145 9
145 9
145 9
145 10
145 9
145 9
145 10
145 14
146 16
146 10
146 9
146 10
146 9
146 9
146 9
146 9
146 9
146 9
146 10
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 10
146 9
146 10
146 9
146 9
146 9
146 9
146 8
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 10
146 8
146 9
146 9
146 9
146 9
146 9
146 9
146 9
146 10
146 9
146 9
146 9
146 9
146 10
146 9
146 9
146 9
146 9
146 10
146 9
146 8
146 9
146 9
146 9
146 8
146 9
146 8
146 10
146 9
146 9
146 9
146 14
147 16
147 11
147 9
147 9
147 9
147 9
147 9
147 9
147 9
147 9
147 8
147 10
147 10
147 8
147 9
147 9
147 9
147 8
147 9
147 9
147 9
147 9
147 8
147 10
147 10
147 9
147 9
147 9
147 14
147 9
147 9
147 9
147 9
147 9
147 9
147 10
147 10
147 8
147 10
147 9
147 9
147 10
147 11
147 9
147 10
147 9
147 9
147 10
147 10
147 8
147 9
147 8
147 9
147 9
147 9
147 12
147 9
147 9
147 9
147 10
147 10
147 9
147 9
147 9
147 9
147 9
147 9
147 9
147 9
147 9
147 9
147 10
147 10
147 9
147 9
147 9
147 9
147 9
147 9
147 9
147 8
147 9
147 10
147 14
148 16
148 9
148 10
148 9
148 8
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 8
148 9
148 8
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 8
148 9
148 9
148 8
148 9
148 9
148 9
148 9
148 9
148 12
148 14
148 10
148 10
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 8
148 10
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 9
148 8
148 9
148 9
148 10
148 9
148 9
148 8
148 9
148 14
149 16
149 11
149 9
149 9
149 10
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 8
149 9
149 9
149 9
149 10
149 9
149 8
149 9
149 9
149 10
149 9
149 9
149 8
149 9
149 10
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 8
149 10
149 10
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 8
149 9
149 9
149 9
149 8
149 9
149 8
149 8
149 9
149 9
149 9
149 9
149 9
149 10
149 11
149 9
149 9
149 9
149 8
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 8
149 9
149 10
149 10
149 9
149 9
149 9
149 9
149 9
149 8
149 9
149 8
149 9
149 9
149 9
149 9
149 9
149 9
149 8
149 9
149 9
149 8
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 9
149 10
149 14
150 16
150 9
150 10
150 9
150 9
150 10
150 9
150 11
150 12
150 10
150 10
150 9
150 9
150 12
150 9
150 11
150 12
150 9
150 10
150 10
150 10
150 9
150 9
150 11
150 12
150 9
150 14
150 9
150 10
150 9
150 10
150 11
150 12
150 9
150 10
150 9
150 9
150 9
150 10
150 14
151 16
151 12
151 10
151 9
151 9
151 9
151 9
151 9
151 9
151 8
151 9
151 9
151 9
151 8
151 9
151 9
151 9
151 9
151 9
151 8
151 9
151 9
151 10
151 9
151 9
151 9
151 10
151 10
151 9
151 9
151 8
151 10
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 10
151 10
151 8
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 8
151 9
151 9
151 9
151 9
151 9
151 9
151 10
151 12
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 8
151 9
151 9
151 9
151 9
151 9
151 8
151 9
151 10
151 9
151 9
151 9
151 10
151 9
151 9
151 9
151 10
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 9
151 10
151 9
151 9
151 9
151 9
151 10
151 11
151 9
151 9
151 9
151 10
151 9
151 9
151 10
151 9
151 9
151 8
151 9
151 9
151 10
151 9
