x y
65 8
65 8
65 8
65 8
65 8
65 8
65 7
65 7
65 9
65 9
65 8
65 8
65 8
65 8
65 8
65 8
65 8
65 9
65 11
66 14
66 8
66 8
66 7
66 8
66 7
66 11
66 8
66 8
66 8
66 8
66 8
66 8
66 9
66 7
66 9
66 8
66 7
66 8
66 11
67 14
67 10
67 8
67 8
67 7
67 8
67 8
67 8
67 8
67 8
67 8
67 7
67 8
67 7
67 8
67 7
67 8
67 8
67 8
67 7
67 8
67 8
67 8
67 7
67 8
67 8
67 8
67 8
67 9
67 8
67 7
67 8
67 9
67 9
67 8
67 9
67 9
67 8
67 8
67 8
67 8
67 8
67 7
67 8
67 8
67 8
67 8
67 7
67 7
67 7
67 8
67 7
67 8
67 8
67 8
67 7
67 8
67 7
67 7
67 8
67 8
67 7
67 8
67 7
67 8
67 12
68 14
68 8
68 7
68 8
68 7
68 8
68 7
68 8
68 8
68 8
68 8
68 8
68 8
68 7
68 8
68 11
68 12
68 8
68 8
68 7
68 8
68 8
68 8
68 8
68 7
68 7
68 8
68 7
68 7
68 7
68 7
68 12
69 14
69 10
69 8
69 8
69 7
69 8
69 8
69 8
69 8
69 8
69 8
69 8
69 7
69 8
69 10
69 9
69 8
69 8
69 8
69 8
69 7
69 9
69 9
69 8
69 7
69 8
69 8
69 7
69 8
69 11
69 8
69 8
69 8
69 7
69 8
69 8
69 9
69 8
69 8
69 8
69 8
69 7
69 8
69 11
70 14
70 8
70 8
70 9
70 8
70 8
70 8
70 8
70 9
70 9
70 9
70 8
70 8
70 8
70 11
70 9
70 8
70 9
70 8
70 9
70 8
70 9
70 8
70 12
71 14
71 10
71 9
71 8
71 7
71 10
71 7
71 9
71 9
71 8
71 8
71 9
71 8
71 7
71 9
71 8
71 7
71 8
71 9
71 8
71 8
71 7
71 7
71 9
71 8
71 8
71 8
71 8
71 8
71 8
71 8
71 8
71 7
71 8
71 9
71 10
71 8
71 8
71 7
71 7
71 8
71 7
71 8
71 8
71 8
71 7
71 8
71 8
71 9
71 8
71 8
71 8
71 8
71 8
71 8
71 7
71 8
71 8
71 8
71 8
71 8
71 8
71 8
71 7
71 8
71 8
71 8
71 8
71 9
71 12
72 14
72 8
72 8
72 9
72 9
72 10
72 11
72 9
72 12
72 8
72 8
72 10
72 12
72 8
72 8
72 10
72 12
72 10
72 11
72 8
72 9
72 8
72 8
72 12
73 14
73 9
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 7
73 8
73 8
73 8
73 8
73 8
73 8
73 8
73 7
73 8
73 9
73 8
73 7
73 8
73 9
73 9
73 8
73 7
73 8
73 8
73 8
73 7
73 8
73 8
73 8
73 7
73 8
73 8
73 7
73 8
73 8
73 7
73 8
73 8
73 7
73 9
73 8
73 8
73 8
73 7
73 7
73 8
73 9
73 8
73 7
73 8
73 7
73 8
73 8
73 9
73 12
74 14
74 8
74 9
74 8
74 8
74 8
74 8
74 8
74 8
74 8
74 8
74 8
74 9
74 8
74 8
74 8
74 7
74 8
74 8
74 8
74 8
74 8
74 9
74 8
74 8
74 8
74 8
74 7
74 8
74 8
74 8
74 8
74 8
74 8
74 8
74 12
75 14
75 10
75 9
75 8
75 7
75 8
75 8
75 8
75 9
75 9
75 9
75 7
75 8
75 11
75 8
75 9
75 9
75 8
75 9
75 8
75 10
75 7
75 8
75 8
75 9
75 8
75 9
75 8
75 9
75 8
75 8
75 9
75 9
75 8
75 9
75 8
75 8
75 8
75 8
75 12
76 14
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 8
76 11
76 12
76 8
76 8
76 9
76 8
76 9
76 8
76 8
76 8
76 8
76 8
76 8
76 7
76 8
76 8
76 8
76 8
76 12
77 14
77 10
77 9
77 8
77 8
77 8
77 8
77 8
77 8
77 9
77 8
77 8
77 8
77 8
77 8
77 8
77 8
77 9
77 7
77 8
77 9
77 8
77 8
77 8
77 7
77 8
77 9
77 8
77 8
77 9
77 10
77 8
77 8
77 10
77 9
77 7
77 8
77 8
77 8
77 8
77 8
77 7
77 8
77 8
77 8
77 8
77 8
77 8
77 8
77 9
77 8
77 9
77 8
77 8
77 9
77 8
77 8
77 8
77 9
77 12
78 14
78 8
78 8
78 8
78 7
78 9
78 8
78 10
78 8
78 8
78 8
78 8
78 9
78 8
78 8
78 8
78 11
78 9
78 9
78 9
78 8
78 7
78 8
78 12
79 14
79 10
79 8
79 9
79 8
79 8
79 8
79 8
79 10
79 8
79 8
79 8
79 7
79 8
79 9
79 8
79 8
79 8
79 8
79 9
79 8
79 9
79 9
79 8
79 8
79 8
79 8
79 8
79 9
79 9
79 8
79 7
79 8
79 8
79 8
79 8
79 7
79 8
79 9
79 10
79 8
79 8
79 8
79 10
79 8
79 8
79 8
79 7
79 9
79 9
79 8
79 8
79 10
79 8
79 9
79 8
79 8
79 8
79 8
79 7
79 8
79 8
79 8
79 8
79 8
79 8
79 7
79 8
79 8
79 8
79 8
79 8
79 7
79 8
79 7
79 8
79 9
79 12
80 14
80 9
80 8
80 10
80 9
80 8
80 9
80 10
80 11
80 8
80 9
80 9
80 10
80 9
80 8
80 11
80 12
80 8
80 8
80 10
80 9
80 9
80 9
80 10
80 11
80 8
80 8
80 9
80 10
80 9
80 9
80 12
81 14
81 10
81 8
81 8
81 8
81 8
81 9
81 8
81 8
81 9
81 7
81 8
81 9
81 8
81 8
81 8
81 9
81 10
81 12
81 9
81 8
81 8
81 8
81 8
81 9
81 8
81 9
81 9
81 8
81 7
81 9
81 8
81 8
81 8
81 8
81 10
81 12
81 8
81 8
81 8
81 8
81 8
81 8
81 8
81 8
81 8
81 8
81 8
81 9
81 8
81 8
81 8
81 9
81 12
82 14
82 9
82 9
82 8
82 9
82 7
82 8
82 8
82 8
82 8
82 9
82 8
82 8
82 9
82 8
82 8
82 8
82 8
82 8
82 8
82 8
82 8
82 8
82 8
82 8
82 9
82 8
82 8
82 9
82 8
82 8
82 9
82 8
82 8
82 8
82 9
82 8
82 8
82 8
82 12
83 14
83 10
83 9
83 8
83 8
83 9
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 9
83 8
83 8
83 8
83 7
83 7
83 8
83 8
83 8
83 8
83 8
83 9
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 9
83 10
83 8
83 8
83 8
83 8
83 7
83 8
83 8
83 9
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 7
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 7
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 8
83 12
84 14
84 8
84 8
84 10
84 8
84 9
84 8
84 9
84 11
84 9
84 9
84 11
84 13
84 8
84 8
84 10
84 8
84 9
84 8
84 9
84 10
84 9
84 9
84 13
85 14
85 10
85 9
85 9
85 8
85 8
85 9
85 8
85 8
85 8
85 8
85 8
85 10
85 10
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 9
85 9
85 8
85 8
85 9
85 8
85 8
85 9
85 10
85 8
85 8
85 9
85 8
85 8
85 10
85 8
85 8
85 8
85 9
85 8
85 8
85 8
85 8
85 8
85 9
85 8
85 9
85 10
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 8
85 9
85 12
86 14
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 7
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 9
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 9
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 8
86 13
87 14
87 11
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 9
87 9
87 9
87 10
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 9
87 11
87 8
87 8
87 8
87 8
87 8
87 9
87 8
87 8
87 12
87 7
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 9
87 8
87 8
87 8
87 8
87 8
87 8
87 8
87 9
87 12
88 14
88 8
88 8
88 8
88 9
88 8
88 9
88 9
88 8
88 10
88 11
88 8
88 8
88 8
88 8
88 8
88 8
88 8
88 8
88 11
88 13
88 9
88 9
88 8
88 8
88 8
88 8
88 8
88 8
88 10
88 11
88 8
88 8
88 8
88 8
88 8
88 8
88 8
88 8
88 13
89 15
89 10
89 9
89 8
89 9
89 8
89 8
89 8
89 9
89 9
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 9
89 9
89 8
89 8
89 8
89 8
89 8
89 9
89 8
89 8
89 8
89 8
89 9
89 8
89 10
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 9
89 10
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 9
89 8
89 9
89 8
89 8
89 8
89 8
89 8
89 8
89 9
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 8
89 9
89 9
89 8
89 8
89 8
89 9
89 8
89 8
89 8
89 8
89 8
89 8
89 9
89 13
90 15
90 8
90 10
90 8
90 10
90 10
90 9
90 10
90 12
90 10
90 9
90 8
90 9
90 9
90 9
90 10
90 12
90 9
90 10
90 10
90 8
90 9
90 9
90 13
91 15
91 11
91 8
91 8
91 8
91 8
91 8
91 9
91 8
91 8
91 9
91 8
91 9
91 8
91 8
91 8
91 8
91 9
91 8
91 8
91 9
91 10
91 9
91 8
91 8
91 8
91 9
91 8
91 8
91 9
91 8
91 9
91 8
91 8
91 8
91 9
91 10
91 8
91 8
91 8
91 8
91 9
91 8
91 8
91 9
91 8
91 8
91 8
91 9
91 8
91 10
91 9
91 8
91 8
91 8
91 9
91 8
91 8
91 9
91 8
91 8
91 9
91 8
91 9
91 8
91 8
91 8
91 8
91 8
91 8
91 9
91 12
92 15
92 8
92 8
92 8
92 8
92 8
92 8
92 8
92 8
92 8
92 8
92 9
92 8
92 8
92 8
92 8
92 9
92 8
92 8
92 8
92 8
92 11
92 13
92 8
92 8
92 8
92 8
92 8
92 9
92 8
92 8
92 8
92 8
92 9
92 8
92 8
92 8
92 8
92 9
92 8
92 8
92 8
92 8
92 13
93 15
93 11
93 9
93 8
93 9
93 9
93 8
93 9
93 8
93 9
93 9
93 9
93 8
93 9
93 9
93 8
93 9
93 8
93 8
93 8
93 12
93 8
93 10
93 8
93 8
93 8
93 8
93 8
93 9
93 9
93 11
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 11
93 9
93 8
93 9
93 8
93 9
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 8
93 9
93 13
94 15
94 9
94 8
94 9
94 8
94 8
94 8
94 8
94 8
94 8
94 8
94 9
94 8
94 9
94 8
94 8
94 8
94 9
94 8
94 8
94 9
94 8
94 9
94 10
94 9
94 8
94 9
94 8
94 9
94 9
94 9
94 8
94 8
94 8
94 9
94 8
94 8
94 8
94 8
94 8
94 9
94 8
94 8
94 8
94 8
94 13
95 15
95 11
95 8
95 9
95 8
95 8
95 9
95 8
95 9
95 9
95 9
95 9
95 8
95 8
95 9
95 8
95 9
95 8
95 9
95 9
95 8
95 8
95 9
95 8
95 9
95 8
95 9
95 8
95 9
95 11
95 8
95 8
95 9
95 9
95 8
95 9
95 11
95 8
95 8
95 9
95 10
95 8
95 11
95 10
95 9
95 8
95 8
95 8
95 9
95 8
95 8
95 8
95 8
95 8
95 8
95 9
95 8
95 10
95 8
95 8
95 8
95 8
95 8
95 8
95 9
95 8
95 8
95 8
95 8
95 9
95 9
95 12
96 15
96 9
96 10
96 9
96 9
96 11
96 8
96 10
96 12
96 9
96 11
96 9
96 9
96 9
96 8
96 11
96 14
96 9
96 10
96 9
96 9
96 12
96 8
96 10
96 12
96 9
96 10
96 9
96 9
96 10
96 8
96 13
97 15
97 11
97 9
97 8
97 8
97 8
97 10
97 8
97 9
97 9
97 8
97 8
97 8
97 9
97 9
97 8
97 8
97 8
97 8
97 8
97 8
97 9
97 9
97 9
97 8
97 8
97 8
97 8
97 8
97 8
97 9
97 8
97 8
97 9
97 9
97 8
97 9
97 9
97 8
97 8
97 8
97 8
97 8
97 8
97 8
97 8
97 8
97 10
97 10
97 9
97 9
97 8
97 8
97 9
97 8
97 9
97 8
97 8
97 8
97 8
97 9
97 8
97 9
97 8
97 9
97 8
97 8
97 9
97 8
97 8
97 8
97 8
97 8
97 8
97 9
97 8
97 8
97 8
97 8
97 8
97 8
97 9
97 9
97 8
97 8
97 8
97 8
97 8
97 8
97 9
97 8
97 8
97 9
97 8
97 9
97 13
98 15
98 9
98 9
98 8
98 9
98 9
98 9
98 8
98 8
98 8
98 9
98 8
98 9
98 8
98 9
98 8
98 8
98 9
98 9
98 8
98 9
98 9
98 8
98 9
98 9
98 9
98 8
98 8
98 9
98 9
98 9
98 8
98 8
98 9
98 8
98 9
98 9
98 8
98 9
98 8
98 8
98 13
99 15
99 10
99 8
99 9
99 9
99 9
99 11
99 8
99 9
99 9
99 8
99 8
99 9
99 9
99 8
99 9
99 9
99 8
99 9
99 10
99 12
99 9
99 9
99 8
99 8
99 8
99 9
99 9
99 8
99 9
99 10
99 9
99 8
99 10
99 8
99 8
99 8
99 8
99 9
99 10
99 12
99 8
99 8
99 8
99 8
99 8
99 9
99 8
99 8
99 9
99 8
99 8
99 8
99 10
99 9
99 9
99 8
99 8
99 9
99 13
100 15
100 9
100 9
100 8
100 9
100 8
100 9
100 9
100 10
100 8
100 8
100 8
100 9
100 8
100 8
100 9
100 10
100 9
100 8
100 11
100 14
100 8
100 9
100 10
100 10
100 8
100 8
100 8
100 9
100 8
100 8
100 9
100 10
100 8
100 8
100 8
100 9
100 9
100 8
100 13
101 15
101 11
101 9
101 8
101 8
101 8
101 8
101 8
101 8
101 9
101 8
101 8
101 9
101 8
101 8
101 9
101 8
101 9
101 8
101 9
101 7
101 9
101 10
101 8
101 8
101 9
101 8
101 8
101 8
101 8
101 8
101 9
101 8
101 9
101 8
101 8
101 9
101 8
101 8
101 8
101 8
101 8
101 9
101 8
101 9
101 8
101 9
101 8
101 8
101 10
101 10
101 8
101 9
101 8
101 8
101 8
101 8
101 9
101 9
101 9
101 9
101 8
101 8
101 8
101 8
101 9
101 8
101 9
101 9
101 9
101 8
101 8
101 9
101 9
101 9
101 8
101 9
101 9
101 10
101 8
101 8
101 8
101 8
101 8
101 8
101 9
101 8
101 8
101 8
101 8
101 9
101 8
101 8
101 8
101 9
101 8
101 8
101 8
101 9
101 13
102 15
102 8
102 8
102 8
102 9
102 9
102 8
102 9
102 8
102 8
102 12
102 9
102 8
102 8
102 8
102 9
102 9
102 9
102 8
102 9
102 8
102 11
102 8
102 9
102 9
102 8
102 8
102 9
102 9
102 8
102 8
102 13
103 15
103 11
103 9
103 9
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 9
103 9
103 8
103 8
103 9
103 8
103 8
103 9
103 8
103 8
103 8
103 9
103 8
103 9
103 8
103 8
103 8
103 8
103 8
103 9
103 9
103 8
103 8
103 9
103 8
103 8
103 8
103 9
103 8
103 8
103 8
103 8
103 10
103 11
103 9
103 8
103 9
103 9
103 8
103 8
103 8
103 8
103 8
103 9
103 8
103 8
103 10
103 8
103 8
103 8
103 9
103 8
103 8
103 8
103 8
103 9
103 8
103 8
103 9
103 8
103 9
103 8
103 8
103 8
103 8
103 9
103 8
103 8
103 8
103 9
103 9
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 8
103 9
103 8
103 9
103 13
104 15
104 10
104 9
104 9
104 9
104 8
104 8
104 9
104 8
104 9
104 9
104 11
104 12
104 10
104 9
104 9
104 10
104 8
104 8
104 8
104 8
104 8
104 9
104 11
104 14
104 9
104 9
104 8
104 10
104 8
104 8
104 8
104 8
104 9
104 8
104 11
104 12
104 10
104 8
104 8
104 9
104 9
104 8
104 8
104 9
104 9
104 8
104 13
105 15
105 11
105 8
105 9
105 8
105 8
105 10
105 8
105 8
105 10
105 8
105 8
105 10
105 10
105 9
105 11
105 9
105 9
105 11
105 11
105 9
105 10
105 8
105 9
105 10
105 8
105 9
105 10
105 10
105 12
105 9
105 9
105 12
105 9
105 9
105 11
105 8
105 8
105 9
105 8
105 9
105 9
105 9
105 8
105 8
105 8
105 9
105 13
106 15
106 10
106 8
106 9
106 8
106 8
106 8
106 8
106 8
106 9
106 8
106 9
106 8
106 9
106 9
106 8
106 8
106 8
106 9
106 8
106 9
106 8
106 8
106 8
106 8
106 9
106 9
106 9
106 8
106 8
106 8
106 8
106 8
106 9
106 10
106 8
106 8
106 9
106 9
106 8
106 8
106 8
106 9
106 8
106 8
106 8
106 9
106 8
106 8
106 8
106 8
106 13
107 16
107 11
107 10
107 8
107 8
107 10
107 8
107 8
107 8
107 8
107 8
107 8
107 8
107 8
107 9
107 8
107 8
107 10
107 8
107 8
107 8
107 9
107 8
107 8
107 8
107 8
107 8
107 9
107 8
107 8
107 8
107 8
107 8
107 9
107 8
107 10
107 8
107 8
107 8
107 8
107 8
107 8
107 9
107 9
107 8
107 8
107 8
107 8
107 8
107 9
107 8
107 8
107 9
107 11
107 8
107 8
107 8
107 9
107 8
107 8
107 8
107 9
107 8
107 8
107 8
107 9
107 8
107 8
107 8
107 8
107 8
